,stop_word_ratio,unique_token_ratio,punctation_intensity,digit_ratio,upper_lower_ratio
0,0.38461538461538464,1.0,0.5,0.0,0.06521739130434782
1,0.47619047619047616,1.0,0.5,0.0,0.021739130434782608
2,0.0,1.0,0.0,0.0,26.0
3,0.2,1.0,0.0,0.0,0.08695652173913043
4,0.0,1.0,0.0,0.0,0.2222222222222222
5,0.0,1.0,0.6666666666666666,0.05263157894736842,0.5098039215686274
6,0.3793103448275862,0.9655172413793104,1.0,0.0,0.07142857142857142
7,0.391304347826087,0.9130434782608695,1.0,0.0,0.125
8,0.3,1.0,0.0,0.0,0.0392156862745098
9,0.4166666666666667,1.0,0.0,0.0,0.046511627906976744
10,0.3333333333333333,1.0,0.5,0.06666666666666667,0.06666666666666667
11,0.22580645161290322,0.8709677419354839,1.4,0.0,0.09411764705882353
12,0.2777777777777778,0.8888888888888888,0.6666666666666666,0.0,0.08064516129032258
13,0.4166666666666667,0.9166666666666666,0.75,0.0,0.04597701149425287
14,0.1875,1.0,0.8,0.0,0.1016949152542373
15,0.09090909090909091,0.9090909090909091,0.75,0.0,0.15217391304347827
16,0.3333333333333333,1.0,0.0,0.0,0.14285714285714285
17,0.0,1.0,0.0,0.0,0.15384615384615385
18,0.5,1.0,0.0,0.0,0.03225806451612903
19,0.46153846153846156,1.0,0.0,0.0,0.0625
20,0.35,1.0,1.2,0.0,0.08333333333333333
21,0.35714285714285715,0.8571428571428571,0.6666666666666666,0.07142857142857142,0.03225806451612903
22,0.625,1.0,0.0,0.0,0.07407407407407407
23,0.5,1.0,0.0,0.0,0.1
24,0.2857142857142857,0.9285714285714286,0.6666666666666666,0.0,0.06521739130434782
25,0.0,1.0,0.5,0.0,0.0625
26,0.2727272727272727,1.0,0.6666666666666666,0.0,0.18181818181818182
27,0.4,1.0,0.0,0.0,0.10526315789473684
28,0.0,1.0,0.5,0.0,0.18181818181818182
29,0.4,1.0,0.5,0.0,0.06
30,0.17391304347826086,0.9130434782608695,0.8,0.0,0.04081632653061224
31,0.3,0.95,0.75,0.0,0.045454545454545456
32,0.2222222222222222,1.0,0.5,0.0,0.06666666666666667
33,0.45454545454545453,1.0,0.5,0.0,0.06060606060606061
34,0.6,1.0,0.0,0.0,0.18181818181818182
35,0.42857142857142855,0.8571428571428571,0.0,0.0,0.10526315789473684
36,0.5217391304347826,0.8260869565217391,0.6666666666666666,0.043478260869565216,0.014285714285714285
37,0.4,1.0,0.5,0.2,0.16666666666666666
38,0.3076923076923077,0.8846153846153846,0.6666666666666666,0.0,0.06896551724137931
39,0.2222222222222222,0.8888888888888888,0.0,0.0,0.16
40,0.125,0.875,0.75,0.0,0.08695652173913043
41,0.125,1.0,0.5,0.0,0.1
42,0.4,1.0,0.0,0.0,0.03278688524590164
43,0.5238095238095238,0.9047619047619048,0.5,0.0,0.0379746835443038
44,0.1111111111111111,0.7777777777777778,1.25,0.0,0.2
45,0.08333333333333333,1.0,0.6666666666666666,0.0,0.046511627906976744
46,0.2,0.9333333333333333,0.75,0.0,0.034482758620689655
47,0.47619047619047616,0.9523809523809523,0.8,0.0,0.045454545454545456
48,0.1,0.8,0.8,0.0,0.12
49,0.2777777777777778,0.7777777777777778,1.2,0.05555555555555555,0.18421052631578946
50,0.0,0.5,1.0,0.0,10.0
51,0.45454545454545453,1.0,0.6666666666666666,0.0,0.041666666666666664
52,0.2,1.0,0.0,0.0,0.11764705882352941
53,0.0,1.0,0.5,0.0,0.125
54,0.0,1.0,0.5,0.0,0.17647058823529413
55,0.2,1.0,0.5,0.0,0.08695652173913043
56,0.5333333333333333,1.0,0.0,0.0,0.01818181818181818
57,0.375,1.0,0.5,0.0,0.08695652173913043
58,0.0,1.0,0.0,0.0,0.2
59,0.25,0.9166666666666666,0.6666666666666666,0.0,0.2222222222222222
60,0.0,1.0,0.5,0.0,0.5555555555555556
61,0.25,0.9,0.75,0.0,0.06060606060606061
62,0.0,1.0,0.5,0.0,19.0
63,0.125,0.875,1.3333333333333333,0.125,0.17647058823529413
64,0.2,1.0,0.6666666666666666,0.0,0.625
65,0.0,1.0,0.5,0.0,0.25
66,0.0,0.8333333333333334,0.6666666666666666,0.0,0.4444444444444444
67,0.14285714285714285,1.0,0.6666666666666666,0.0,2.0714285714285716
68,0.3125,0.875,0.6666666666666666,0.0,0.08888888888888889
69,0.16666666666666666,1.0,1.5,0.0,0.2777777777777778
70,0.25,1.0,0.0,0.0,0.125
71,0.3333333333333333,1.0,0.5,0.1111111111111111,0.07692307692307693
72,0.36363636363636365,0.8181818181818182,0.5,0.0,0.075
73,0.21428571428571427,1.0,0.75,0.0,0.06666666666666667
74,0.4,1.0,0.5,0.0,0.09090909090909091
75,0.2,0.8,0.75,0.0,0.29411764705882354
76,0.2608695652173913,0.9565217391304348,1.0,0.0,0.17391304347826086
77,0.25,1.0,0.0,0.0,0.10526315789473684
78,0.42857142857142855,1.0,0.0,0.0,0.1
79,0.1111111111111111,0.8888888888888888,0.6666666666666666,0.0,0.027777777777777776
80,0.35714285714285715,1.0,0.0,0.0,0.03333333333333333
81,0.4444444444444444,0.9444444444444444,0.6666666666666666,0.0,0.05084745762711865
82,0.0,1.0,1.0,0.0,0.8333333333333334
83,0.45,0.95,0.5,0.0,0.03278688524590164
84,0.5384615384615384,0.9230769230769231,0.0,0.0,0.06521739130434782
85,0.25,1.0,0.0,0.0,0.07692307692307693
86,0.4,1.0,0.0,0.0,0.05128205128205128
87,0.4,1.0,0.6666666666666666,0.1,0.06896551724137931
88,0.5,0.9,0.6666666666666666,0.0,0.026785714285714284
89,0.6,0.9333333333333333,0.0,0.0,0.03773584905660377
90,0.45454545454545453,1.0,0.6666666666666666,0.0,0.09090909090909091
91,0.0,1.0,0.6666666666666666,0.0,0.20833333333333334
92,0.375,0.9375,0.5,0.0,0.08163265306122448
93,0.4,0.96,0.5,0.0,0.07476635514018691
94,0.2,1.0,0.0,0.0,0.02
95,0.35,0.95,0.5,0.0,0.024390243902439025
96,0.23076923076923078,1.0,0.0,0.15384615384615385,0.05263157894736842
97,0.42857142857142855,1.0,0.0,0.0,0.09523809523809523
98,0.48148148148148145,1.0,0.5,0.0,0.044444444444444446
99,0.3333333333333333,1.0,0.0,0.0,0.07692307692307693
100,0.2857142857142857,1.0,0.0,0.0,0.07692307692307693
101,0.3333333333333333,0.9047619047619048,0.6666666666666666,0.0,0.02564102564102564
102,0.0,1.0,0.0,0.0,0.10526315789473684
103,0.2777777777777778,0.7222222222222222,1.0,0.0,0.17708333333333334
104,0.35,0.8,1.5,0.0,0.03508771929824561
105,0.46153846153846156,0.9230769230769231,0.75,0.0,0.01020408163265306
106,0.4444444444444444,0.8888888888888888,0.75,0.0,0.07547169811320754
107,0.45454545454545453,0.9090909090909091,0.5,0.0,0.125
108,0.35714285714285715,1.0,0.6666666666666666,0.0,0.1282051282051282
109,0.4482758620689655,0.8275862068965517,0.75,0.0,0.060240963855421686
110,0.3181818181818182,0.9545454545454546,0.6666666666666666,0.0,0.056338028169014086
111,0.16666666666666666,1.0,0.0,0.0,0.07407407407407407
112,0.24,0.88,0.75,0.0,0.10126582278481013
113,0.4375,0.9375,0.6666666666666666,0.0,0.04411764705882353
114,0.34782608695652173,0.9565217391304348,0.75,0.043478260869565216,0.06756756756756757
115,0.25,1.0,0.0,0.0,0.10344827586206896
116,0.125,1.0,1.0,0.0,0.16666666666666666
117,0.23809523809523808,1.0,0.5,0.0,0.2127659574468085
118,0.4,1.0,0.0,0.0,0.11764705882352941
119,0.4782608695652174,1.0,0.5,0.0,0.020202020202020204
120,0.46153846153846156,0.9230769230769231,0.0,0.0,0.03636363636363636
121,0.375,1.0,1.5,0.0,0.04
122,0.3076923076923077,0.8461538461538461,0.0,0.0,0.031746031746031744
123,0.07142857142857142,0.7857142857142857,1.0,0.0,0.14705882352941177
124,0.23333333333333334,0.8,0.8888888888888888,0.0,0.1891891891891892
125,0.375,0.9375,0.75,0.0,0.06382978723404255
126,0.43333333333333335,0.9333333333333333,0.75,0.0,0.02654867256637168
127,0.0,1.0,0.0,0.0,13.0
128,0.4,1.0,0.5,0.0,0.05
129,0.44,0.88,0.6666666666666666,0.0,0.042105263157894736
130,0.3157894736842105,0.8421052631578947,0.8,0.0,0.10416666666666667
131,0.14285714285714285,0.8571428571428571,0.5,0.0,0.02857142857142857
132,0.2857142857142857,1.0,0.0,0.0,0.034482758620689655
133,0.34782608695652173,0.9565217391304348,0.6666666666666666,0.0,0.08
134,0.4444444444444444,1.0,0.0,0.0,0.0625
135,0.4444444444444444,0.9629629629629629,0.6666666666666666,0.037037037037037035,0.02830188679245283
136,0.3157894736842105,0.7894736842105263,0.75,0.0,0.06153846153846154
137,0.36666666666666664,0.8,0.6666666666666666,0.0,0.02127659574468085
138,0.2,1.0,0.0,0.0,0.08
139,0.4666666666666667,0.8666666666666667,0.6666666666666666,0.0,0.06382978723404255
140,0.46153846153846156,0.8846153846153846,0.5,0.07692307692307693,0.07228915662650602
141,0.26666666666666666,1.0,0.6666666666666666,0.13333333333333333,0.13953488372093023
142,0.4666666666666667,0.8666666666666667,0.0,0.0,0.03508771929824561
143,0.125,1.0,0.6666666666666666,0.0,0.02631578947368421
144,0.37037037037037035,0.8518518518518519,0.8333333333333334,0.0,0.07142857142857142
145,0.3076923076923077,0.9230769230769231,0.6666666666666666,0.0,0.075
146,0.2,1.0,0.6666666666666666,0.0,0.1590909090909091
147,0.25,0.9,0.75,0.0,0.06557377049180328
148,0.3333333333333333,1.0,0.0,0.0,0.1
149,0.391304347826087,0.8260869565217391,0.6666666666666666,0.0,0.0625
150,0.16666666666666666,1.0,0.5,0.0,0.21428571428571427
151,0.3333333333333333,1.0,0.0,0.0,0.1
152,0.2857142857142857,0.9285714285714286,0.75,0.0,0.25
153,0.36363636363636365,1.0,0.6666666666666666,0.0,0.019801980198019802
154,0.3,0.9,0.0,0.0,0.05714285714285714
155,0.16666666666666666,1.0,0.6666666666666666,0.0,0.10526315789473684
156,0.46153846153846156,1.0,0.6666666666666666,0.0,0.13157894736842105
157,0.23529411764705882,0.8235294117647058,1.4,0.0,0.23809523809523808
158,0.14285714285714285,1.0,0.5,0.14285714285714285,0.08333333333333333
159,0.5263157894736842,0.8947368421052632,0.6666666666666666,0.0,0.05660377358490566
160,0.16666666666666666,1.0,0.5,0.0,0.14285714285714285
161,0.18181818181818182,1.0,0.6666666666666666,0.0,0.044444444444444446
162,0.35294117647058826,0.9411764705882353,0.75,0.0,0.05
163,0.5,0.95,0.0,0.0,0.028169014084507043
164,0.5789473684210527,0.8947368421052632,0.6666666666666666,0.0,0.012195121951219513
165,0.4,0.8,1.0,0.0,0.32142857142857145
166,0.2857142857142857,0.8928571428571429,0.8333333333333334,0.0,0.05194805194805195
167,0.4583333333333333,0.9166666666666666,0.5,0.0,0.033707865168539325
168,0.4,0.88,0.75,0.0,0.0684931506849315
169,0.2857142857142857,0.9285714285714286,0.5,0.0,0.07142857142857142
170,0.4827586206896552,0.8275862068965517,0.6666666666666666,0.0,0.009523809523809525
171,0.3333333333333333,1.0,0.0,0.0,0.1875
172,0.0,1.0,0.0,0.0,0.07142857142857142
173,0.5714285714285714,1.0,0.0,0.0,0.03333333333333333
174,0.35714285714285715,1.0,0.5,0.0,0.034482758620689655
175,0.3333333333333333,1.0,0.0,0.0,0.0625
176,0.42857142857142855,1.0,0.0,0.0,0.09523809523809523
177,0.3333333333333333,0.9444444444444444,0.5,0.0,0.045454545454545456
178,0.15384615384615385,1.0,1.0,0.0,0.125
179,0.2,1.0,0.5,0.0,0.15384615384615385
180,0.125,0.8125,1.0,0.0,0.27586206896551724
181,0.6,0.9333333333333333,0.0,0.0,0.0625
182,0.3333333333333333,0.9333333333333333,1.3333333333333333,0.0,0.05128205128205128
183,0.26666666666666666,1.0,0.6666666666666666,0.06666666666666667,0.10526315789473684
184,0.13636363636363635,0.8181818181818182,1.3333333333333333,0.0,0.1320754716981132
185,0.2727272727272727,1.0,0.5,0.0,0.07317073170731707
186,0.4375,1.0,0.6666666666666666,0.0625,0.05555555555555555
187,0.07692307692307693,0.6923076923076923,1.0,0.0,1.0
188,0.36363636363636365,1.0,0.6666666666666666,0.0,0.2857142857142857
189,0.4,1.0,0.5,0.0,0.12
190,0.25,0.95,0.5,0.0,0.03614457831325301
191,0.45454545454545453,0.9090909090909091,0.6666666666666666,0.0,0.18181818181818182
192,0.24,0.92,0.6666666666666666,0.0,0.020833333333333332
193,0.36363636363636365,1.0,0.6666666666666666,0.0,0.05405405405405406
194,0.375,1.0,0.0,0.0,0.045454545454545456
195,0.25,1.0,0.75,0.0,0.2
196,0.3076923076923077,1.0,0.5,0.15384615384615385,0.058823529411764705
197,0.0,1.0,0.5,0.0,5.0
198,0.2857142857142857,1.0,0.0,0.0,0.09523809523809523
199,0.25925925925925924,0.8518518518518519,1.5714285714285714,0.07407407407407407,0.0547945205479452
200,0.25,1.0,0.0,0.0,0.09090909090909091
201,0.3125,1.0,0.6666666666666666,0.0,0.06060606060606061
202,0.36363636363636365,0.9090909090909091,0.0,0.0,0.04878048780487805
203,0.21428571428571427,0.9285714285714286,0.6666666666666666,0.0,0.06382978723404255
204,0.5833333333333334,0.9166666666666666,0.0,0.0,0.019230769230769232
205,0.5,0.875,0.75,0.0,0.022988505747126436
206,0.5,1.0,0.5,0.0,0.23529411764705882
207,0.2631578947368421,0.9473684210526315,0.6666666666666666,0.0,0.05333333333333334
208,0.375,0.875,0.8,0.0,0.045454545454545456
209,0.5454545454545454,0.9090909090909091,0.0,0.0,0.024096385542168676
210,0.3333333333333333,1.0,0.5,0.0,0.10416666666666667
211,0.21428571428571427,0.7857142857142857,0.8,0.0,0.12121212121212122
212,0.3333333333333333,1.0,0.0,0.0,0.041666666666666664
213,0.37037037037037035,0.8888888888888888,0.75,0.0,0.09302325581395349
214,0.5384615384615384,0.8846153846153846,0.75,0.0,0.08
215,0.2608695652173913,0.9130434782608695,1.1666666666666667,0.08695652173913043,0.03389830508474576
216,0.375,1.0,0.0,0.0,0.06451612903225806
217,0.4230769230769231,0.9230769230769231,0.6666666666666666,0.0,0.0425531914893617
218,0.2727272727272727,1.0,0.75,0.0,0.058823529411764705
219,0.26666666666666666,0.9333333333333333,0.75,0.0,0.1590909090909091
220,0.25,1.0,0.0,0.0,0.08333333333333333
221,0.35294117647058826,1.0,0.6666666666666666,0.0,0.043478260869565216
222,0.5,0.9545454545454546,0.0,0.0,0.024390243902439025
223,0.25,0.9,0.6666666666666666,0.05,0.10526315789473684
224,0.43478260869565216,0.8695652173913043,0.75,0.0,0.05714285714285714
225,0.2608695652173913,0.9130434782608695,0.8333333333333334,0.0,0.07042253521126761
226,0.43478260869565216,0.8260869565217391,0.5,0.0,0.03896103896103896
227,0.3684210526315789,0.8947368421052632,0.6666666666666666,0.0,0.06976744186046512
228,0.32142857142857145,0.9285714285714286,0.8,0.0,0.10869565217391304
229,0.2857142857142857,1.0,0.0,0.0,0.07142857142857142
230,0.25,1.0,0.0,0.0,0.05714285714285714
231,0.47058823529411764,1.0,0.5,0.058823529411764705,0.06
232,0.16666666666666666,0.8333333333333334,0.6666666666666666,0.0,0.18181818181818182
233,0.18181818181818182,0.9090909090909091,0.6666666666666666,0.0,0.06976744186046512
234,0.3333333333333333,1.0,0.0,0.0,0.047619047619047616
235,0.23076923076923078,1.0,0.75,0.0,0.05454545454545454
236,0.39285714285714285,0.8571428571428571,0.6666666666666666,0.0,0.018691588785046728
237,0.4,1.0,0.0,0.0,0.1
238,0.29411764705882354,0.5882352941176471,0.8333333333333334,0.0,0.19230769230769232
239,0.19230769230769232,0.8846153846153846,0.75,0.0,0.234375
240,0.36363636363636365,0.9090909090909091,0.8333333333333334,0.0,0.05714285714285714
241,0.25,0.9375,0.6666666666666666,0.0,0.024096385542168676
242,0.43478260869565216,0.8260869565217391,0.6666666666666666,0.0,0.07462686567164178
243,0.4,0.9333333333333333,0.75,0.0,0.2
244,0.15384615384615385,0.8461538461538461,0.8,0.07692307692307693,0.23333333333333334
245,0.42857142857142855,0.9523809523809523,0.6666666666666666,0.0,0.041666666666666664
246,0.5,1.0,0.0,0.0,0.038461538461538464
247,0.4117647058823529,0.9411764705882353,0.75,0.0,0.04918032786885246
248,0.36363636363636365,1.0,0.5,0.0,0.08108108108108109
249,0.0,1.0,0.6666666666666666,0.0,0.25
250,0.0,1.0,0.0,0.0,0.15384615384615385
251,0.3,0.9,0.5,0.0,0.07894736842105263
252,0.36363636363636365,0.9545454545454546,0.5,0.0,0.02631578947368421
253,0.34375,0.8125,2.0,0.0,0.03773584905660377
254,0.3333333333333333,1.0,0.0,0.0,0.10526315789473684
255,0.37037037037037035,0.8888888888888888,0.6666666666666666,0.0,0.06172839506172839
256,0.34782608695652173,0.6956521739130435,1.0,0.043478260869565216,0.30434782608695654
257,0.3125,1.0,0.6666666666666666,0.0,0.075
258,0.25,1.0,0.0,0.0,0.2
259,0.42857142857142855,0.9047619047619048,0.6666666666666666,0.0,0.07142857142857142
260,0.45454545454545453,1.0,0.6666666666666666,0.045454545454545456,0.046875
261,0.375,1.0,0.5,0.0,0.08695652173913043
262,0.16666666666666666,0.8333333333333334,0.8,0.0,0.24
263,0.3125,1.0,0.5,0.0,0.09615384615384616
264,0.5,0.8181818181818182,0.6666666666666666,0.0,0.01904761904761905
265,0.28,1.0,0.8,0.0,0.031914893617021274
266,0.2727272727272727,0.9090909090909091,0.5,0.0,0.19230769230769232
267,0.3870967741935484,0.967741935483871,0.6666666666666666,0.0,0.03968253968253968
268,0.16666666666666666,1.0,0.0,0.0,0.1
269,0.22727272727272727,0.8636363636363636,1.0,0.0,0.07142857142857142
270,0.09523809523809523,0.8571428571428571,0.8,0.0,0.08928571428571429
271,0.4230769230769231,0.8076923076923077,0.5,0.0,0.05333333333333334
272,0.45454545454545453,0.9090909090909091,0.6666666666666666,0.0,0.14285714285714285
273,0.35,0.9,0.5,0.0,0.05
274,0.4,1.0,0.0,0.0,0.14285714285714285
275,0.5333333333333333,1.0,0.0,0.0,0.03125
276,0.4090909090909091,1.0,0.5,0.0,0.024390243902439025
277,0.38461538461538464,1.0,0.5,0.0,0.0625
278,0.125,0.9375,1.0,0.0,0.125
279,0.4583333333333333,0.6666666666666666,0.6666666666666666,0.0,0.07792207792207792
280,0.4,1.0,0.0,0.0,0.09523809523809523
281,0.26666666666666666,0.9333333333333333,0.8,0.06666666666666667,0.17073170731707318
282,0.3333333333333333,0.9444444444444444,0.6666666666666666,0.0,0.058823529411764705
283,0.0,1.0,0.5,0.0,3.0
284,0.1111111111111111,1.0,0.75,0.0,0.10714285714285714
285,0.3157894736842105,0.9473684210526315,0.75,0.0,0.061224489795918366
286,0.2,1.0,0.5,0.0,0.10869565217391304
287,0.3076923076923077,1.0,0.5,0.0,0.03773584905660377
288,0.25,1.0,0.5,0.0,0.2
289,0.3448275862068966,0.8620689655172413,0.5,0.034482758620689655,0.10101010101010101
290,0.35714285714285715,0.8928571428571429,0.8333333333333334,0.0,0.22972972972972974
291,0.4074074074074074,0.7407407407407407,0.6666666666666666,0.0,0.07692307692307693
292,0.2222222222222222,1.0,0.0,0.0,0.05714285714285714
293,0.25,1.0,0.0,0.0,0.2222222222222222
294,0.3333333333333333,1.0,0.0,0.0,0.08571428571428572
295,0.2,0.9333333333333333,0.6666666666666666,0.0,0.07894736842105263
296,0.36363636363636365,1.0,1.25,0.0,0.11940298507462686
297,0.37037037037037035,0.8888888888888888,0.75,0.0,0.060240963855421686
298,0.375,0.9375,0.75,0.0,0.09090909090909091
299,0.0,1.0,0.5,0.0,0.2222222222222222
300,0.375,0.875,0.6666666666666666,0.0,0.038461538461538464
301,0.15789473684210525,0.9473684210526315,0.6666666666666666,0.0,0.04411764705882353
302,0.3793103448275862,0.896551724137931,0.5,0.10344827586206896,0.038461538461538464
303,0.3333333333333333,1.0,0.0,0.0,0.1
304,0.43478260869565216,0.9130434782608695,0.6666666666666666,0.0,0.08974358974358974
305,0.4642857142857143,0.8928571428571429,0.0,0.0,0.017543859649122806
306,0.4375,0.9375,0.5,0.0,0.10256410256410256
307,0.38461538461538464,1.0,0.0,0.0,0.03225806451612903
308,0.5,1.0,0.0,0.0,0.05263157894736842
309,0.2608695652173913,0.9130434782608695,0.8571428571428571,0.17391304347826086,0.225
310,0.36363636363636365,1.0,0.6666666666666666,0.0,0.05128205128205128
311,0.07692307692307693,0.7692307692307693,1.4,0.0,0.5294117647058824
312,0.2857142857142857,1.0,0.5,0.0,0.07407407407407407
313,0.3793103448275862,0.896551724137931,0.8,0.034482758620689655,0.037037037037037035
314,0.2857142857142857,1.0,0.5,0.0,0.05454545454545454
315,0.3,1.0,0.5,0.0,0.047619047619047616
316,0.2727272727272727,0.8181818181818182,0.8333333333333334,0.0,0.20833333333333334
317,0.3684210526315789,1.0,0.5,0.0,0.11594202898550725
318,0.4444444444444444,0.8333333333333334,0.0,0.0,0.04
319,0.5,1.0,0.5,0.0,0.05405405405405406
320,0.5,0.9285714285714286,0.5,0.07142857142857142,0.058823529411764705
321,0.15384615384615385,0.9230769230769231,0.5,0.0,0.04918032786885246
322,0.30434782608695654,0.9130434782608695,0.8333333333333334,0.0,0.05194805194805195
323,0.36363636363636365,0.9545454545454546,0.5,0.0,0.038461538461538464
324,0.4,1.0,0.0,0.0,0.13333333333333333
325,0.2857142857142857,1.0,0.6666666666666666,0.0,0.03636363636363636
326,0.3,1.0,0.0,0.0,0.08333333333333333
327,0.4,0.9,0.0,0.0,0.06666666666666667
328,0.2777777777777778,0.9444444444444444,0.5,0.16666666666666666,0.07317073170731707
329,0.34782608695652173,0.8695652173913043,0.5,0.0,0.06557377049180328
330,0.24242424242424243,0.7272727272727273,1.1818181818181819,0.0,0.2222222222222222
331,0.4,0.9,0.6666666666666666,0.0,0.06896551724137931
332,0.3,1.0,0.0,0.0,0.04878048780487805
333,0.25,1.0,0.0,0.0,0.2857142857142857
334,0.3333333333333333,1.0,0.6666666666666666,0.0,0.06896551724137931
335,0.39285714285714285,0.8928571428571429,0.8571428571428571,0.0,0.047058823529411764
336,0.391304347826087,0.9130434782608695,0.8333333333333334,0.0,0.15
337,0.35294117647058826,1.0,0.6666666666666666,0.0,0.05660377358490566
338,0.6666666666666666,1.0,0.0,0.0,0.1111111111111111
339,0.375,1.0,0.0,0.0,0.3157894736842105
340,0.24,0.96,1.0,0.0,0.06172839506172839
341,0.4666666666666667,1.0,0.6666666666666666,0.0,0.13043478260869565
342,0.3333333333333333,0.9166666666666666,0.0,0.08333333333333333,0.047619047619047616
343,0.5454545454545454,0.9090909090909091,0.0,0.0,0.07894736842105263
344,0.2857142857142857,1.0,0.75,0.0,0.175
345,0.4,1.0,0.0,0.0,0.04878048780487805
346,0.47368421052631576,0.8421052631578947,0.8,0.05263157894736842,0.06818181818181818
347,0.5714285714285714,0.9285714285714286,0.6666666666666666,0.0,0.019230769230769232
348,0.3,1.0,0.5,0.0,0.08333333333333333
349,0.3888888888888889,0.9444444444444444,0.6666666666666666,0.0,0.1016949152542373
350,0.4,0.9333333333333333,0.5,0.06666666666666667,0.04672897196261682
351,0.4,1.0,0.0,0.0,0.058823529411764705
352,0.38095238095238093,0.8571428571428571,0.6666666666666666,0.0,0.03529411764705882
353,0.4444444444444444,0.9444444444444444,0.8,0.0,0.11627906976744186
354,0.3333333333333333,0.9333333333333333,0.5,0.0,0.08108108108108109
355,0.07142857142857142,1.0,0.6666666666666666,0.0,0.1388888888888889
356,0.3333333333333333,0.8888888888888888,0.8333333333333334,0.0,0.07608695652173914
357,0.07142857142857142,0.9285714285714286,1.0,0.0,0.16666666666666666
358,0.5,1.0,0.0,0.0,0.08333333333333333
359,0.0,1.0,0.5,0.0,0.13333333333333333
360,0.4166666666666667,1.0,0.0,0.0,0.047619047619047616
361,0.25,1.0,0.5,0.0,0.075
362,0.16666666666666666,1.0,0.5,0.0,0.1111111111111111
363,0.5,0.8333333333333334,0.5,0.0,0.04878048780487805
364,0.36,0.96,0.6666666666666666,0.0,0.047058823529411764
365,0.21739130434782608,0.8260869565217391,0.6666666666666666,0.043478260869565216,0.05434782608695652
366,0.2,1.0,0.0,0.0,0.08333333333333333
