,polarity,subjectivity,neg,neu,pos,compound
223,0.625,0.6,0.0,0.613,0.387,0.8207
224,-0.11666666666666668,0.6333333333333333,0.263,0.737,0.0,-0.6908
225,-0.35714285714285715,0.7047619047619048,0.204,0.566,0.23,0.1494
226,-0.18888888888888888,0.5888888888888889,0.154,0.846,0.0,-0.4767
227,0.09583333333333333,0.46249999999999997,0.0,0.84,0.16,0.2263
228,-0.4,0.4,0.0,1.0,0.0,0.0
229,0.4166666666666667,0.5,0.0,0.735,0.265,0.2023
230,-0.10714285714285715,0.7678571428571428,0.221,0.779,0.0,-0.1779
231,0.25,0.7,0.0,0.802,0.198,0.5719
232,0.0,0.0,0.0,0.465,0.535,0.3182
233,-0.45,0.7333333333333334,0.534,0.298,0.168,-0.6004
234,0.0,0.0,0.0,0.568,0.432,0.5859
235,0.325,0.575,0.194,0.452,0.355,0.3597
236,0.026666666666666672,0.14666666666666667,0.197,0.803,0.0,-0.6597
237,0.0,0.0,0.0,1.0,0.0,0.0
238,0.0,0.0,0.325,0.675,0.0,-0.5875
239,0.7333333333333334,0.7666666666666666,0.0,0.54,0.46,0.9295
240,1.0,1.0,0.316,0.518,0.166,-0.5394
241,0.275,0.625,0.375,0.625,0.0,-0.765
242,-0.16666666666666666,0.3888888888888889,0.093,0.907,0.0,-0.212
243,0.7,0.6000000000000001,0.168,0.629,0.203,0.128
244,-0.08,0.5399999999999999,0.459,0.541,0.0,-0.624
245,0.0027777777777777866,0.5027777777777778,0.118,0.706,0.176,0.3052
246,0.0,0.0,0.191,0.679,0.13,-0.25
247,-0.3,0.5,0.289,0.711,0.0,-0.7076
248,0.0,0.0,0.0,0.737,0.263,0.3612
249,1.0,0.7,0.0,0.492,0.508,0.4753
250,0.6,1.0,0.0,0.417,0.583,0.4215
251,0.0,0.0,0.0,1.0,0.0,0.0
252,-0.48749999999999993,0.9166666666666666,0.423,0.577,0.0,-0.875
253,-0.06562499999999993,0.6635416666666667,0.086,0.751,0.163,0.2877
254,0.0,0.0,0.0,1.0,0.0,0.0
255,-0.5,1.0,0.344,0.656,0.0,-0.8573
256,0.5,0.5,0.0,0.838,0.162,0.4019
257,-0.15625,0.39375,0.174,0.826,0.0,-0.2755
258,0.0,0.0,0.0,1.0,0.0,0.0
259,0.525,0.85,0.0,0.678,0.322,0.6908
260,-0.5,1.0,0.269,0.731,0.0,-0.7096
261,-0.525,0.7,0.164,0.678,0.158,-0.0258
262,0.13333333333333333,0.5,0.0,0.526,0.474,0.5423
263,0.425,0.6166666666666667,0.0,0.827,0.173,0.3626
264,-0.175,0.7,0.215,0.661,0.124,-0.2975
265,0.29166666666666663,0.5583333333333333,0.159,0.841,0.0,-0.5574
266,0.0,0.0,0.278,0.722,0.0,-0.4019
267,-0.11999999999999995,0.6333333333333333,0.283,0.655,0.062,-0.7954
268,0.2,0.2,0.0,0.518,0.482,0.4201
269,0.09999999999999998,0.8,0.076,0.521,0.403,0.7845
270,0.35,0.55,0.337,0.518,0.145,-0.4019
271,-0.02121212121212122,0.2222222222222222,0.0,1.0,0.0,0.0
272,-0.16666666666666666,0.5,0.272,0.515,0.213,-0.2023
273,0.06944444444444443,0.4768518518518518,0.063,0.588,0.348,0.743
274,0.0,0.0,0.0,1.0,0.0,0.0
275,0.0,0.4083333333333334,0.217,0.783,0.0,-0.5574
276,-0.024999999999999994,0.6833333333333332,0.203,0.547,0.25,0.4939
277,0.2,0.2,0.0,0.775,0.225,0.4404
278,0.0,0.0,0.298,0.702,0.0,-0.5255
279,0.2833333333333334,0.3,0.0,0.669,0.331,0.8363
280,0.0,0.0,0.0,1.0,0.0,0.0
281,-1.0,1.0,0.231,0.769,0.0,-0.4588
282,-0.34090909090909094,0.6875,0.405,0.595,0.0,-0.7579
283,0.0,0.0,0.0,1.0,0.0,0.0
284,0.16666666666666666,0.7166666666666667,0.0,0.374,0.626,0.7712
285,0.6,0.8333333333333334,0.0,0.514,0.486,0.858
286,0.0,0.0,0.0,1.0,0.0,0.0
287,0.0,0.0,0.0,1.0,0.0,0.0
288,0.0,0.0,0.0,0.444,0.556,0.3612
289,0.2166666666666667,0.5777777777777777,0.0,0.751,0.249,0.743
290,0.3181818181818182,0.55,0.173,0.649,0.178,0.2785
291,0.0,0.2,0.371,0.629,0.0,-0.8957
292,0.0,0.0,0.213,0.787,0.0,-0.2244
293,0.3,0.2,0.246,0.175,0.579,0.4404
294,0.5,0.5,0.0,0.748,0.252,0.4005
295,0.0,0.0,0.209,0.791,0.0,-0.4404
296,0.0,0.4,0.115,0.885,0.0,-0.296
297,0.225,0.40499999999999997,0.0,0.605,0.395,0.8876
298,0.2,0.2,0.157,0.843,0.0,-0.2183
299,0.0,0.0,0.0,1.0,0.0,0.0
300,0.0625,0.625,0.108,0.542,0.349,0.7081
301,-0.0625,0.3333333333333333,0.149,0.851,0.0,-0.3875
302,0.4,0.85,0.0,0.709,0.291,0.765
303,0.7,0.6000000000000001,0.264,0.189,0.547,0.3612
304,0.5,0.5,0.0,0.81,0.19,0.6114
305,-0.08333333333333333,0.08333333333333333,0.0,0.951,0.049,0.0772
306,0.5,1.0,0.0,0.589,0.411,0.7424
307,0.0,1.0,0.0,1.0,0.0,0.0
308,0.0,0.0,0.0,1.0,0.0,0.0
309,0.8,0.75,0.0,0.695,0.305,0.7644
310,-0.1,0.5,0.321,0.458,0.221,-0.0772
311,0.5,0.6,0.0,0.543,0.457,0.6369
312,0.0,0.0,0.0,0.635,0.365,0.3182
313,-0.18333333333333335,0.13333333333333333,0.086,0.824,0.09,0.0258
314,0.12708333333333333,0.5104166666666666,0.313,0.515,0.172,-0.3541
315,0.0,0.0,0.34,0.66,0.0,-0.5574
316,0.0,0.0,0.18,0.567,0.253,0.1027
317,0.5,0.5,0.0,0.915,0.085,0.0772
318,0.0,0.0,0.0,0.8,0.2,0.3612
319,-0.9,0.7,0.311,0.519,0.17,-0.4404
320,0.0,0.0,0.185,0.616,0.199,0.0516
321,0.375,0.4472222222222222,0.0,0.651,0.349,0.6542
322,0.45833333333333337,0.5,0.0,0.611,0.389,0.7845
323,0.0,0.0,0.15,0.793,0.057,-0.4767
324,0.0,0.0,0.524,0.476,0.0,-0.5106
325,0.0,0.0,0.193,0.807,0.0,-0.3382
326,-0.1,0.5,0.0,1.0,0.0,0.0
327,0.3,0.7,0.0,0.52,0.48,0.6749
328,-0.6,0.9,0.167,0.833,0.0,-0.34
329,0.05625000000000002,0.33541666666666664,0.306,0.413,0.281,-0.1531
330,0.27,0.5366666666666667,0.0,0.623,0.377,0.8658
331,0.25,1.0,0.0,0.729,0.271,0.3832
332,0.13636363636363635,0.5,0.0,1.0,0.0,0.0
333,0.0,0.0,0.0,0.264,0.736,0.4199
334,0.0,0.0,0.0,0.682,0.318,0.4199
335,-0.65,0.7,0.099,0.784,0.118,0.1154
336,0.4,0.3,0.075,0.718,0.207,0.6277
337,-0.45,0.8,0.424,0.576,0.0,-0.8442
338,0.0,0.0,0.0,1.0,0.0,0.0
339,0.0,0.0,0.5,0.5,0.0,-0.7177
340,-0.2,0.0,0.222,0.778,0.0,-0.7059
341,0.0,0.0,0.211,0.789,0.0,-0.4939
342,0.5,1.0,0.0,0.674,0.326,0.3382
343,-0.5,1.0,0.117,0.631,0.252,0.3612
344,0.0,0.0,0.115,0.738,0.148,0.1027
345,0.0,0.0,0.0,0.562,0.438,0.7382
346,-0.25,0.6,0.0,0.836,0.164,0.3724
347,0.39285714285714285,0.5178571428571428,0.0,0.611,0.389,0.7479
348,0.7,0.6000000000000001,0.0,0.734,0.266,0.4404
349,0.3,1.0,0.176,0.634,0.19,0.0772
350,-1.0,1.0,0.198,0.723,0.079,-0.5859
351,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
352,0.0,0.0,0.231,0.769,0.0,-0.5859
353,0.0,0.0,0.173,0.641,0.186,0.0516
354,-1.0,1.0,0.368,0.51,0.123,-0.4382
355,-0.41666666666666663,0.6,0.366,0.634,0.0,-0.6369
356,0.1,0.4,0.237,0.678,0.085,-0.6177
357,0.1125,1.0,0.0,0.595,0.405,0.6239
358,0.0,0.0,0.0,0.659,0.341,0.4767
359,0.35,0.6,0.0,0.253,0.747,0.7096
360,0.6166666666666667,0.9166666666666667,0.0,0.602,0.398,0.765
361,0.0,0.0,0.171,0.569,0.26,0.2732
362,0.0,0.0,0.0,1.0,0.0,0.0
363,0.0,0.0,0.0,0.781,0.219,0.4215
364,0.2285714285714286,0.8214285714285714,0.107,0.491,0.402,0.8631
365,0.575,0.7549999999999999,0.25,0.503,0.247,0.2327
366,0.0,0.0,0.0,0.577,0.423,0.296
367,0.4,0.7,0.474,0.526,0.0,-0.4019
368,-0.6,0.9,0.0,1.0,0.0,0.0
369,0.7,0.6000000000000001,0.0,0.633,0.367,0.4404
370,0.1,0.1,0.0,0.765,0.235,0.6732
371,-1.0,1.0,0.205,0.795,0.0,-0.6588
372,-0.03749999999999999,0.65,0.393,0.607,0.0,-0.8655
373,-0.5,1.0,0.106,0.894,0.0,-0.0772
374,-0.2833333333333333,0.85,0.358,0.642,0.0,-0.8316
375,0.0,0.0,0.0,0.919,0.081,0.2584
376,0.5,1.0,0.0,0.443,0.557,0.6166
377,-0.1,0.3,0.164,0.448,0.388,0.4588
378,0.3125,0.75,0.0,0.589,0.411,0.7424
379,0.2,0.2,0.0,0.847,0.153,0.2023
380,-0.15000000000000002,0.19999999999999998,0.0,0.855,0.145,0.5267
381,0.0,0.0,0.0,1.0,0.0,0.0
382,-0.09999999999999998,0.75,0.292,0.708,0.0,-0.5106
383,0.6625,0.8,0.0,0.404,0.596,0.7088
384,0.9,1.0,0.0,0.345,0.655,0.5859
385,0.0,0.0,0.0,1.0,0.0,0.0
386,0.8,0.4,0.269,0.731,0.0,-0.7403
387,-0.5,1.0,0.383,0.617,0.0,-0.4767
388,-0.125,0.575,0.0,0.604,0.396,0.5068
389,0.0,0.0,0.0,1.0,0.0,0.0
390,0.3499999999999999,0.5833333333333334,0.0,0.6,0.4,0.7178
391,-0.15555555555555559,0.2888888888888889,0.0,1.0,0.0,0.0
392,0.0,0.0,0.743,0.257,0.0,-0.4389
393,0.0,0.0,0.0,1.0,0.0,0.0
394,0.36,0.5,0.205,0.651,0.144,-0.2023
395,0.5,0.5,0.0,1.0,0.0,0.0
396,-0.4222222222222222,0.4444444444444444,0.364,0.636,0.0,-0.7436
397,0.5,0.5,0.0,0.508,0.492,0.8271
398,0.4,0.39999999999999997,0.0,0.894,0.106,0.2263
399,-0.5,1.0,0.261,0.739,0.0,-0.5574
400,0.0,0.0,0.662,0.338,0.0,-0.7081
401,-0.425,0.625,0.177,0.734,0.088,-0.2625
402,0.0,0.0,0.722,0.278,0.0,-0.6369
403,0.0,0.0,0.0,0.476,0.524,0.5106
404,0.2,0.2,0.333,0.667,0.0,-0.4588
405,0.21428571428571427,0.5,0.0,1.0,0.0,0.0
406,-0.05185185185185185,0.5962962962962963,0.091,0.909,0.0,-0.0772
407,-0.2916666666666667,0.5416666666666666,0.361,0.639,0.0,-0.1759
408,-0.6999999999999998,0.6666666666666666,0.207,0.646,0.147,-0.321
409,-0.5,0.5625,0.408,0.395,0.197,-0.3818
410,0.2,0.7,0.351,0.522,0.128,-0.5923
411,0.0,0.0,0.17,0.83,0.0,-0.5423
412,-0.65,0.95,0.318,0.682,0.0,-0.6808
413,0.0,0.0,0.0,1.0,0.0,0.0
414,-0.0625,0.4,0.0,1.0,0.0,0.0
415,0.5,0.5,0.0,1.0,0.0,0.0
416,0.0,0.0,0.0,1.0,0.0,0.0
417,0.0,0.0,0.128,0.775,0.097,-0.2023
418,-0.024999999999999994,0.5444444444444444,0.109,0.891,0.0,-0.2411
419,-0.07142857142857142,0.21428571428571427,0.0,0.653,0.347,0.7845
420,0.0,0.8,0.196,0.529,0.275,0.1295
421,-0.35,0.3,0.16,0.84,0.0,-0.2263
422,0.0,0.0,0.0,0.833,0.167,0.4215
423,0.2857142857142857,0.5357142857142857,0.0,0.762,0.238,0.3612
424,0.0,0.0,0.0,1.0,0.0,0.0
425,0.5,0.5,0.0,0.748,0.252,0.4019
426,-0.14999999999999994,0.6388888888888888,0.0,0.736,0.264,0.4497
427,-0.4,0.6,0.565,0.435,0.0,-0.6369
428,0.5625,0.55,0.0,0.542,0.458,0.8221
429,0.35,0.65,0.0,0.465,0.535,0.3182
430,0.0,0.0,0.121,0.764,0.115,-0.0258
431,0.18333333333333332,0.4833333333333334,0.307,0.439,0.254,-0.1531
432,0.5,0.8888888888888888,0.0,0.667,0.333,0.6124
433,0.08666666666666667,0.3133333333333333,0.11,0.664,0.227,0.5707
434,0.0,0.0,0.0,0.545,0.455,0.3612
435,0.0,0.0,0.204,0.419,0.377,0.3182
436,0.1,0.1625,0.095,0.905,0.0,-0.2263
437,0.325,1.0,0.0,0.821,0.179,0.5413
438,-0.13333333333333333,0.6,0.199,0.675,0.126,-0.3885
439,0.0,0.0,0.0,0.797,0.203,0.4215
440,1.0,0.3,0.299,0.548,0.153,-0.4574
441,0.0,0.0,0.0,0.578,0.422,0.4449
442,0.0,0.0,0.0,1.0,0.0,0.0
443,-0.225,0.3,0.219,0.781,0.0,-0.5795
444,0.0,0.0,0.0,1.0,0.0,0.0
445,0.0,0.3,0.259,0.741,0.0,-0.5413
446,0.5,0.6785714285714286,0.0,0.62,0.38,0.7297
447,0.5,0.6,0.0,0.724,0.276,0.6369
448,0.44999999999999996,0.55,0.0,0.567,0.433,0.7269
449,0.15000000000000002,0.30000000000000004,0.171,0.718,0.111,-0.128
450,0.6,1.0,0.0,0.588,0.412,0.4215
451,-0.4,0.4,0.286,0.541,0.173,-0.2732
452,0.16666666666666666,0.6666666666666666,0.0,0.577,0.423,0.296
453,0.5,1.0,0.0,0.469,0.531,0.5267
454,0.21428571428571427,0.5,0.0,0.772,0.228,0.6369
455,0.45,0.85,0.11,0.476,0.414,0.7506
456,0.5,0.5,0.0,1.0,0.0,0.0
457,-0.2,0.23333333333333334,0.0,1.0,0.0,0.0
458,0.0,0.0,0.0,1.0,0.0,0.0
459,0.25,1.0,0.0,0.827,0.173,0.3182
460,-0.2333333333333333,0.7333333333333334,0.182,0.737,0.081,-0.4678
461,-0.16666666666666666,1.0,0.258,0.742,0.0,-0.7096
462,-0.6,0.8,0.306,0.373,0.321,0.0296
463,0.06666666666666667,0.22222222222222224,0.0,1.0,0.0,0.0
