,polarity,subjectivity,neg,neu,pos,compound
8658,-0.04166666666666666,0.75,0.327,0.495,0.178,-0.3612
8659,-0.75,1.0,0.841,0.159,0.0,-0.6486
8660,-0.5,0.5,0.0,0.849,0.151,0.4298
8661,0.25,0.6,0.25,0.591,0.159,-0.25
8662,1.0,0.3,0.0,0.488,0.512,0.6369
8663,0.0,0.0,0.29,0.71,0.0,-0.5994
8664,0.0,0.0,0.0,1.0,0.0,0.0
8665,0.5,0.5,0.0,0.394,0.606,0.7717
8666,0.6,1.0,0.0,1.0,0.0,0.0
8667,0.6833333333333333,0.8,0.0,0.25,0.75,0.7177
8668,0.25,0.3333333333333333,0.0,0.852,0.148,0.5106
8669,0.07187500000000002,0.521875,0.26,0.74,0.0,-0.7162
8670,0.0,0.0,0.0,1.0,0.0,0.0
8671,0.0,0.0,0.0,1.0,0.0,0.0
8672,0.25,0.3,0.0,0.746,0.254,0.7003
8673,0.0,0.0,0.195,0.652,0.153,-0.1501
8674,-0.075,0.22499999999999998,0.0,1.0,0.0,0.0
8675,-0.05,0.15,0.184,0.816,0.0,-0.2023
8676,-0.125,0.1875,0.0,1.0,0.0,0.0
8677,0.425,0.5833333333333334,0.0,0.435,0.565,0.7579
8678,-0.033333333333333326,0.48333333333333334,0.143,0.717,0.14,-0.0258
8679,0.0,0.03333333333333333,0.0,0.804,0.196,0.5994
8680,0.35,0.45,0.0,0.663,0.337,0.7269
8681,0.12250000000000001,0.48,0.0,0.83,0.17,0.5411
8682,0.0,1.0,0.0,1.0,0.0,0.0
8683,0.0,0.0,0.0,0.43,0.57,0.6476
8684,-0.1,0.1,0.0,1.0,0.0,0.0
8685,0.13333333333333333,0.2333333333333333,0.0,0.797,0.203,0.6249
8686,0.3333333333333334,0.43333333333333335,0.095,0.617,0.288,0.6908
8687,-0.4,0.7,0.0,1.0,0.0,0.0
8688,0.3,0.75,0.0,0.733,0.267,0.7351
8689,0.0,0.0,0.0,1.0,0.0,0.0
8690,0.0,0.0,0.167,0.833,0.0,-0.296
8691,-0.09999999999999992,0.5833333333333333,0.188,0.645,0.167,-0.1027
8692,0.4583333333333333,0.4666666666666666,0.0,0.408,0.592,0.9381
8693,0.0,0.0,0.0,1.0,0.0,0.0
8694,0.4,1.0,0.0,0.708,0.292,0.4482
8695,0.05,0.5,0.0,0.729,0.271,0.6239
8696,0.2,0.2,0.0,0.715,0.285,0.4201
8697,0.3,0.55,0.0,0.604,0.396,0.8953
8698,0.0,0.5,0.0,0.476,0.524,0.296
8699,-0.7142857142857143,0.8571428571428571,0.31,0.69,0.0,-0.5562
8700,0.2333333333333333,0.39999999999999997,0.0,1.0,0.0,0.0
8701,0.25,0.5,0.0,0.769,0.231,0.4019
8702,0.0,0.0,0.0,1.0,0.0,0.0
8703,-0.3333333333333333,0.7666666666666666,0.196,0.583,0.221,0.1531
8704,0.7,0.6000000000000001,0.0,0.76,0.24,0.6901
8705,0.0,0.0,0.0,1.0,0.0,0.0
8706,-0.625,0.5,0.23,0.77,0.0,-0.5983
8707,0.0,0.0,0.0,0.616,0.384,0.3595
8708,-0.65,0.95,0.571,0.429,0.0,-0.4588
8709,-0.4,0.4,0.0,1.0,0.0,0.0
8710,0.08333333333333334,0.5833333333333333,0.069,0.651,0.28,0.7345
8711,-0.1,0.2,0.168,0.611,0.221,0.1779
8712,0.5,1.0,0.101,0.645,0.253,0.5106
8713,0.55,0.25,0.0,0.824,0.176,0.6696
8714,0.0,0.1,0.0,1.0,0.0,0.0
8715,-0.16666666666666666,0.3833333333333333,0.452,0.471,0.077,-0.9263
8716,0.0,0.0,0.516,0.484,0.0,-0.4926
8717,0.0,0.0,0.219,0.781,0.0,-0.2415
8718,0.4,0.6333333333333333,0.0,0.805,0.195,0.6249
8719,0.43333333333333335,0.5851851851851851,0.0,0.584,0.416,0.6908
8720,0.6,1.0,0.0,0.417,0.583,0.4215
8721,0.08333333333333333,0.41666666666666663,0.0,0.879,0.121,0.4877
8722,-0.6999999999999998,0.6666666666666666,0.533,0.467,0.0,-0.6908
8723,-0.25,0.25,0.153,0.847,0.0,-0.4019
8724,-0.2916666666666667,0.5416666666666666,0.167,0.833,0.0,-0.1027
8725,0.4375,0.55,0.313,0.687,0.0,-0.4912
8726,1.0,1.0,0.0,0.112,0.888,0.836
8727,0.0,0.0,0.246,0.754,0.0,-0.4466
8728,0.0,0.0,0.0,1.0,0.0,0.0
8729,0.0,0.425,0.0,1.0,0.0,0.0
8730,0.0,0.0,0.0,1.0,0.0,0.0
8731,0.35,0.7,0.132,0.449,0.418,0.5889
8732,0.0,0.25,0.141,0.682,0.177,-0.0516
8733,0.0,0.0,0.278,0.722,0.0,-0.4019
8734,0.0,0.0,0.0,1.0,0.0,0.0
8735,0.0,0.0,0.126,0.394,0.48,0.6696
8736,-0.8,0.8,0.0,0.783,0.217,0.3612
8737,0.5,0.44999999999999996,0.0,0.417,0.583,0.4215
8738,0.10714285714285714,0.5982142857142857,0.105,0.789,0.105,0.0
8739,-0.15555555555555559,0.2888888888888889,0.0,0.798,0.202,0.6187
8740,-0.5,1.0,0.302,0.698,0.0,-0.0772
8741,0.0,0.0,0.0,1.0,0.0,0.0
8742,-0.01874999999999999,0.675,0.283,0.276,0.441,0.3182
8743,0.21666666666666665,0.36666666666666664,0.123,0.675,0.202,0.3182
8744,0.0,0.0,0.0,1.0,0.0,0.0
8745,0.05401785714285714,0.3825892857142857,0.101,0.798,0.101,0.0
8746,0.2,0.9,0.0,1.0,0.0,0.0
8747,-0.75,1.0,0.761,0.239,0.0,-0.4914
8748,0.0,0.0,0.0,0.87,0.13,0.2732
8749,0.65,0.625,0.0,0.695,0.305,0.6573
8750,0.7,0.6000000000000001,0.207,0.613,0.18,-0.1796
8751,0.3666666666666667,0.5629629629629629,0.0,0.519,0.481,0.7579
8752,0.0,0.0,0.0,0.492,0.508,0.4753
8753,0.35,0.65,0.0,0.647,0.353,0.7184
8754,-0.05,0.4,0.235,0.51,0.255,0.0516
8755,0.5333333333333333,0.4666666666666666,0.0,0.4,0.6,0.8402
8756,0.4,0.6,0.0,0.149,0.851,0.6908
8757,0.1,0.2,0.267,0.733,0.0,-0.4588
8758,0.0,0.0,0.273,0.727,0.0,-0.5242
8759,0.25,0.47777777777777775,0.0,0.794,0.206,0.3804
8760,0.8,0.7,0.0,0.682,0.318,0.4215
8761,0.0,0.0,0.245,0.755,0.0,-0.4973
8762,0.0,0.0,0.0,0.693,0.307,0.4767
8763,-0.2,0.85,0.21,0.67,0.121,-0.25
8764,0.0,0.75,0.117,0.73,0.152,0.0258
8765,0.0,0.0,0.524,0.476,0.0,-0.6597
8766,0.6,0.8,0.0,0.742,0.258,0.7096
8767,0.0,0.0,0.124,0.876,0.0,-0.1779
8768,0.0,0.5,0.0,0.734,0.266,0.4404
8769,-0.2,0.3,0.212,0.788,0.0,-0.5423
8770,0.0,0.0,0.0,1.0,0.0,0.0
8771,0.18333333333333335,0.3666666666666667,0.0,0.547,0.453,0.8442
8772,-0.3,0.4,0.0,1.0,0.0,0.0
8773,-0.0023437500000000056,0.6972222222222222,0.309,0.541,0.15,-0.7418
8774,0.0,0.0,0.0,1.0,0.0,0.0
8775,0.0,0.0,0.0,0.686,0.314,0.4939
8776,0.2,0.2,0.0,1.0,0.0,0.0
8777,0.25,0.8,0.0,0.756,0.244,0.6369
8778,0.0,0.0,0.231,0.769,0.0,-0.6369
8779,0.1,0.9,0.0,0.773,0.227,0.5267
8780,0.75,0.44999999999999996,0.0,0.623,0.377,0.8979
8781,0.65,1.0,0.0,0.6,0.4,0.7184
8782,0.0,0.0,0.381,0.619,0.0,-0.5106
8783,0.075,0.26666666666666666,0.0,0.874,0.126,0.3818
8784,-0.39999999999999997,0.75,0.207,0.793,0.0,-0.5267
8785,0.6,0.9,0.0,1.0,0.0,0.0
8786,0.0,0.0,0.0,1.0,0.0,0.0
8787,0.0,0.0,0.0,1.0,0.0,0.0
8788,0.35,0.4625,0.069,0.864,0.067,-0.0185
8789,0.0,0.0,0.0,0.755,0.245,0.0772
8790,0.0,0.0,0.0,0.815,0.185,0.3612
8791,0.5,0.6,0.114,0.744,0.142,0.21
8792,0.09375,0.7881944444444444,0.295,0.705,0.0,-0.5563
8793,0.0,0.0,0.191,0.609,0.2,0.0258
8794,-1.0,1.0,0.506,0.494,0.0,-0.6249
8795,0.5,0.8888888888888888,0.0,0.85,0.15,0.3182
8796,0.0,0.125,0.0,1.0,0.0,0.0
8797,0.0,0.06666666666666667,0.459,0.541,0.0,-0.7783
8798,0.22500000000000003,0.65,0.0,0.71,0.29,0.8613
8799,0.0,0.0,0.0,0.844,0.156,0.0762
8800,0.65,1.0,0.0,0.556,0.444,0.6115
8801,0.0,0.0,0.0,0.783,0.217,0.3008
8802,0.425,0.825,0.0,0.407,0.593,0.9022
8803,0.0,0.0,0.0,1.0,0.0,0.0
8804,0.5,1.0,0.0,0.233,0.767,0.836
8805,-0.6,0.9,0.132,0.868,0.0,-0.4404
8806,0.390625,0.2,0.0,0.65,0.35,0.5826
8807,0.20555555555555557,0.7000000000000001,0.0,0.847,0.153,0.2023
8808,0.5,0.6,0.0,0.756,0.244,0.6369
8809,0.0,0.0,0.0,1.0,0.0,0.0
8810,-0.25,0.8888888888888888,0.197,0.803,0.0,-0.2411
8811,-0.10000000000000002,0.5750000000000001,0.108,0.789,0.104,-0.0258
8812,-0.038095238095238106,0.8452380952380952,0.311,0.551,0.138,-0.486
8813,0.2833333333333333,0.6277777777777778,0.132,0.623,0.245,0.2732
8814,0.35,0.35,0.0,0.698,0.302,0.6369
8815,0.5,0.8888888888888888,0.0,0.798,0.202,0.5859
8816,-0.07499999999999998,0.6166666666666667,0.466,0.423,0.112,-0.8484
8817,-0.2380952380952381,0.8119047619047618,0.328,0.672,0.0,-0.5267
8818,-0.625,1.0,0.516,0.484,0.0,-0.4939
8819,0.0,0.0,0.0,0.693,0.307,0.6114
8820,0.0,0.0,0.0,1.0,0.0,0.0
8821,-0.1,1.0,0.0,0.833,0.167,0.1531
8822,0.35,0.42500000000000004,0.0,0.87,0.13,0.2382
8823,0.505,0.77,0.0,0.723,0.277,0.7177
8824,0.30000000000000004,0.75,0.0,0.465,0.535,0.3182
8825,0.8,0.7,0.0,0.685,0.315,0.5574
8826,0.35,0.4,0.193,0.63,0.177,-0.0708
8827,0.0,0.0,0.107,0.809,0.084,-0.1139
8828,0.0,0.55,0.205,0.795,0.0,-0.5574
8829,0.45,0.9629629629629629,0.151,0.547,0.302,0.5719
8830,0.1,1.0,0.0,1.0,0.0,0.0
8831,0.25,1.0,0.0,0.785,0.215,0.4767
8832,0.5,1.0,0.0,0.385,0.615,0.8807
8833,-0.22499999999999992,0.4583333333333333,0.119,0.782,0.099,-0.1531
8834,0.06666666666666665,0.7666666666666666,0.317,0.584,0.099,-0.6808
8835,0.3,0.15000000000000002,0.0,0.732,0.268,0.6808
8836,0.0,0.0,0.483,0.517,0.0,-0.4215
8837,0.5,0.6,0.0,0.537,0.463,0.7845
8838,0.0,0.0,0.0,0.714,0.286,0.4939
8839,-0.40750000000000003,0.6125,0.231,0.769,0.0,-0.6249
8840,0.42777777777777776,0.6944444444444445,0.0,0.879,0.121,0.4404
8841,0.2916666666666667,0.325,0.0,0.69,0.31,0.6696
8842,0.0,0.0,0.0,1.0,0.0,0.0
8843,0.25,0.4444444444444445,0.0,0.596,0.404,0.8591
8844,0.2,0.2,0.0,1.0,0.0,0.0
8845,0.5,0.7,0.155,0.845,0.0,-0.296
8846,0.0,0.3333333333333333,0.0,1.0,0.0,0.0
8847,0.22857142857142854,0.7678571428571428,0.0,0.423,0.577,0.6239
8848,0.0,0.0,0.0,1.0,0.0,0.0
8849,0.5,0.625,0.121,0.793,0.086,-0.25
8850,0.0,0.0,0.0,1.0,0.0,0.0
8851,0.0,0.0,0.0,1.0,0.0,0.0
8852,0.0,0.5,0.336,0.479,0.185,-0.296
8853,-0.19375,0.25,0.386,0.482,0.133,-0.6369
8854,0.0,0.0,0.0,0.862,0.138,0.4939
8855,0.0,0.0,0.262,0.738,0.0,-0.4939
8856,-0.05714285714285716,0.5678571428571428,0.368,0.632,0.0,-0.5423
8857,0.875,0.6000000000000001,0.255,0.745,0.0,-0.5856
8858,-0.5,1.0,0.419,0.581,0.0,-0.3818
8859,-0.11666666666666665,0.5666666666666667,0.362,0.638,0.0,-0.428
8860,-0.2,0.8,0.474,0.526,0.0,-0.5574
8861,0.35,0.36250000000000004,0.0,0.805,0.195,0.4404
8862,0.0,0.0,0.214,0.714,0.071,-0.3818
8863,0.4,0.8,0.341,0.507,0.152,-0.6249
8864,0.625,0.625,0.0,0.761,0.239,0.6588
8865,0.3571428571428571,0.5357142857142857,0.147,0.853,0.0,-0.2244
8866,0.0,0.0,0.0,1.0,0.0,0.0
8867,0.0,0.0,0.0,1.0,0.0,0.0
8868,0.125,0.42500000000000004,0.0,1.0,0.0,0.0
8869,0.575,0.9,0.0,0.589,0.411,0.9225
8870,0.3375,0.95,0.0,0.613,0.387,0.8439
8871,0.5,0.6,0.0,1.0,0.0,0.0
8872,0.0,0.0,0.0,0.426,0.574,0.4019
8873,-0.2,0.6125,0.194,0.667,0.139,-0.25
8874,0.0,0.0,0.0,1.0,0.0,0.0
8875,0.55625,0.44999999999999996,0.128,0.692,0.18,0.2448
8876,0.0,0.0,0.0,0.8,0.2,0.3612
8877,-0.11363636363636363,0.5454545454545454,0.188,0.727,0.085,-0.4829
8878,0.05,0.1625,0.0,1.0,0.0,0.0
8879,0.39999999999999997,0.47500000000000003,0.0,0.685,0.315,0.7845
8880,0.4,0.35,0.0,0.715,0.285,0.5563
8881,0.11666666666666665,0.4166666666666667,0.138,0.719,0.143,0.024
8882,0.0,0.0,0.0,1.0,0.0,0.0
8883,-0.07500000000000001,0.625,0.221,0.285,0.495,0.5927
8884,1.0,0.3,0.0,0.488,0.512,0.6369
8885,-0.375,0.55,0.583,0.417,0.0,-0.6808
8886,0.0,0.0,0.0,1.0,0.0,0.0
8887,-0.390625,1.0,0.0,1.0,0.0,0.0
8888,0.11481481481481481,0.42962962962962964,0.0,1.0,0.0,0.0
8889,0.0,0.0,0.386,0.614,0.0,-0.5267
8890,0.0,0.0,0.0,1.0,0.0,0.0
8891,0.14285714285714285,0.9285714285714286,0.291,0.353,0.356,0.186
8892,0.16666666666666666,0.43333333333333335,0.158,0.46,0.382,0.6566
8893,1.0,1.0,0.0,0.466,0.534,0.6784
8894,-0.04166666666666667,0.6944444444444444,0.116,0.884,0.0,-0.2411
8895,-0.5,1.0,0.185,0.444,0.37,0.3612
8896,0.0,0.0,0.042,0.589,0.369,0.8526
8897,-0.5,1.0,0.239,0.761,0.0,-0.296
8898,-0.8,0.9,0.425,0.575,0.0,-0.5719
8899,0.3111111111111111,0.6333333333333333,0.0,0.715,0.285,0.6801
8900,0.6,0.75,0.15,0.609,0.24,0.0846
8901,0.0,0.0,0.0,1.0,0.0,0.0
8902,0.8,0.7,0.0,0.43,0.57,0.6486
8903,0.1,0.1,0.0,0.823,0.177,0.4215
8904,0.0,0.0,0.0,1.0,0.0,0.0
8905,0.625,0.6,0.0,0.556,0.444,0.6988
8906,0.0,0.0,0.412,0.588,0.0,-0.4215
8907,0.8,0.7,0.0,0.641,0.359,0.4215
8908,0.0,0.1,0.217,0.472,0.311,0.25
8909,-0.10000000000000002,0.3333333333333333,0.0,1.0,0.0,0.0
8910,0.0,0.06666666666666667,0.243,0.757,0.0,-0.6351
8911,0.0,0.55,0.419,0.581,0.0,-0.5574
8912,0.0,0.0,0.194,0.806,0.0,-0.0516
8913,-0.9,1.0,0.287,0.543,0.171,-0.3612
8914,0.2,0.8500000000000001,0.194,0.645,0.161,-0.128
8915,0.375,1.0,0.221,0.673,0.106,-0.296
8916,-0.4,0.6,0.236,0.646,0.118,-0.4902
8917,0.7875,0.6000000000000001,0.0,0.443,0.557,0.8313
8918,0.2916666666666667,0.4416666666666667,0.0,0.343,0.657,0.8622
8919,0.5,0.5,0.0,1.0,0.0,0.0
8920,0.0,0.0,0.452,0.548,0.0,-0.5106
8921,-0.28125000000000006,0.6499999999999999,0.293,0.707,0.0,-0.6597
8922,0.03888888888888888,0.638888888888889,0.142,0.494,0.364,0.5574
8923,0.4375,0.5,0.0,0.474,0.526,0.9236
8924,0.5,0.6,0.0,0.323,0.677,0.6369
8925,0.0,0.0,0.0,0.634,0.366,0.6369
8926,-0.15,1.0,0.204,0.694,0.102,-0.3612
8927,-0.30357142857142855,0.7839285714285715,0.634,0.366,0.0,-0.8555
8928,0.2333333333333333,0.5333333333333333,0.0,0.721,0.279,0.6997
8929,0.2,0.2,0.0,0.543,0.457,0.4939
8930,0.8,0.75,0.0,0.709,0.291,0.6249
8931,-1.0,1.0,0.309,0.418,0.274,-0.128
8932,0.041666666666666664,0.5333333333333333,0.255,0.527,0.218,-0.126
8933,0.05,0.75,0.0,0.568,0.432,0.5859
8934,-0.4,0.5125,0.236,0.764,0.0,-0.5719
8935,0.15357142857142858,0.6583333333333333,0.139,0.861,0.0,-0.5009
8936,-0.25,0.75,0.227,0.686,0.087,-0.5753
8937,0.5,0.8888888888888888,0.28,0.52,0.2,-0.4588
8938,0.0,0.0,0.0,0.844,0.156,0.3412
8939,0.0,0.7,0.192,0.808,0.0,-0.3353
8940,-0.0666666666666667,0.8333333333333334,0.201,0.704,0.096,-0.4754
8941,-0.125,0.5875,0.123,0.685,0.192,0.3612
8942,-0.65,1.0,0.095,0.595,0.31,0.5584
8943,0.39999999999999997,0.6,0.09,0.678,0.232,0.6581
8944,0.1,0.1625,0.095,0.905,0.0,-0.2732
8945,0.5,0.5,0.0,0.156,0.844,0.6597
8946,1.0,0.7,0.0,0.808,0.192,0.4753
8947,0.0,0.75,0.232,0.768,0.0,-0.6938
8948,0.39999999999999997,0.925,0.0,0.215,0.785,0.8074
8949,0.55,0.8,0.0,0.427,0.573,0.7717
8950,0.5,0.5,0.099,0.743,0.158,0.2942
8951,-0.27083333333333337,0.3958333333333333,0.202,0.798,0.0,-0.3182
8952,0.3333333333333333,0.5,0.0,0.618,0.382,0.8504
8953,-0.125,0.4944444444444444,0.275,0.725,0.0,-0.5517
8954,0.0,0.6666666666666666,0.0,0.636,0.364,0.743
8955,0.0,0.0,0.0,1.0,0.0,0.0
8956,0.13636363636363635,0.45454545454545453,0.0,1.0,0.0,0.0
8957,-0.1,0.1,0.092,0.814,0.095,0.0258
8958,0.8463541666666665,0.7333333333333333,0.0,0.604,0.396,0.8181
8959,0.08333333333333333,0.3333333333333333,0.0,0.843,0.157,0.5499
8960,-0.8,0.9,0.649,0.351,0.0,-0.5719
8961,0.5,0.5,0.0,0.62,0.38,0.8016
8962,0.375,0.75,0.0,0.511,0.489,0.4351
8963,0.0,0.0,0.0,1.0,0.0,0.0
8964,0.3,0.30000000000000004,0.0,0.792,0.208,0.6124
8965,0.0,0.0,0.121,0.731,0.148,-0.0927
8966,0.125,0.39999999999999997,0.073,0.629,0.298,0.7478
8967,0.1787878787878788,0.7000000000000001,0.246,0.493,0.261,0.0516
8968,0.8500000000000001,0.875,0.0,0.348,0.652,0.8176
8969,0.39166666666666666,0.6333333333333334,0.0,0.721,0.279,0.7003
8970,0.5,0.5,0.0,0.775,0.225,0.4404
8971,0.125,0.4875,0.0,0.682,0.318,0.6369
8972,1.0,1.0,0.0,0.213,0.787,0.5719
8973,-0.45185185185185195,0.46296296296296297,0.286,0.714,0.0,-0.7506
8974,-0.5,1.0,0.294,0.706,0.0,-0.3612
8975,0.5,0.5,0.0,0.892,0.108,0.4201
8976,0.0,0.0,0.0,0.427,0.573,0.6566
8977,-0.1,0.35,0.227,0.773,0.0,-0.5719
8978,0.3,0.2,0.0,0.7,0.3,0.7184
8979,0.03273809523809523,0.5952380952380952,0.116,0.884,0.0,-0.3041
8980,0.0,0.0,0.253,0.46,0.287,0.0772
8981,0.25,1.0,0.159,0.667,0.175,0.128
8982,0.55,0.7749999999999999,0.0,0.331,0.669,0.8442
8983,-0.08333333333333333,0.6916666666666667,0.286,0.517,0.197,-0.2212
8984,0.45,0.64,0.0,0.34,0.66,0.9476
8985,0.6,1.0,0.0,0.517,0.483,0.4215
8986,0.2333333333333333,0.5,0.091,0.826,0.083,-0.0516
8987,-0.875,1.0,0.815,0.185,0.0,-0.659
8988,0.0,0.0,0.0,1.0,0.0,0.0
8989,0.0,0.0,0.355,0.645,0.0,-0.5106
8990,0.0500000000000001,0.7083333333333333,0.206,0.412,0.382,0.4588
8991,0.43333333333333335,0.13333333333333333,0.0,0.663,0.337,0.8655
8992,0.4333333333333333,0.7333333333333333,0.0,0.602,0.398,0.5106
8993,-0.75,0.9,0.574,0.426,0.0,-0.4003
8994,1.0,0.6000000000000001,0.0,0.548,0.452,0.8131
8995,0.55,1.0,0.074,0.529,0.397,0.7964
8996,0.0,0.0,0.214,0.786,0.0,-0.5868
8997,0.0,0.0,0.0,1.0,0.0,0.0
8998,0.0,0.0,0.161,0.839,0.0,-0.3182
8999,0.0,0.0,0.268,0.732,0.0,-0.296
9000,1.0,0.3,0.395,0.116,0.488,0.2023
9001,0.0025000000000000022,0.45000000000000007,0.282,0.662,0.056,-0.7579
9002,0.0,0.0,0.19,0.54,0.27,0.2235
9003,-0.75,0.775,0.325,0.584,0.092,-0.7644
9004,0.0,0.0,0.14,0.725,0.135,-0.0258
9005,0.24545454545454545,0.4666666666666666,0.053,0.833,0.114,0.34
9006,-0.4,0.6,0.636,0.364,0.0,-0.5423
9007,-0.11931818181818182,0.4772727272727273,0.178,0.729,0.093,-0.3265
9008,-0.09375,0.3125,0.394,0.606,0.0,-0.3818
9009,0.0,0.0,0.0,0.782,0.218,0.4199
9010,0.05,0.6,0.0,0.874,0.126,0.3182
9011,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0
9012,0.0,0.0,0.0,0.58,0.42,0.4404
9013,0.0,0.0,0.0,1.0,0.0,0.0
9014,0.0,0.4,0.0,0.855,0.145,0.296
9015,0.5416666666666666,0.9166666666666666,0.135,0.475,0.39,0.5921
9016,0.19999999999999998,0.425,0.0,0.894,0.106,0.4329
9017,0.0,0.0,0.0,0.71,0.29,0.5673
9018,0.25,0.525,0.0,0.727,0.273,0.4588
9019,0.0,0.0,0.0,1.0,0.0,0.0
9020,1.0,0.3,0.0,0.572,0.428,0.6696
9021,0.0,0.0,0.0,0.894,0.106,0.0772
9022,-0.5,1.0,0.599,0.401,0.0,-0.887
9023,0.29374999999999996,0.6125,0.15,0.534,0.316,0.5267
9024,0.0,0.125,0.0,1.0,0.0,0.0
9025,0.0,0.4,0.213,0.787,0.0,-0.4019
9026,0.4333333333333333,0.38333333333333336,0.0,0.633,0.367,0.4404
9027,0.5,1.0,0.0,0.354,0.646,0.6682
9028,0.0,0.0,0.0,0.676,0.324,0.3382
9029,0.0,0.0,0.345,0.655,0.0,-0.2755
9030,0.25,0.25,0.239,0.761,0.0,-0.4838
9031,1.0,1.0,0.0,0.511,0.489,0.6981
9032,0.19999999999999998,0.3277777777777778,0.0,0.513,0.487,0.6908
9033,0.0,0.0,0.266,0.598,0.136,-0.34
9034,0.36250000000000004,0.725,0.0,0.542,0.458,0.8225
9035,0.0,0.0,0.0,1.0,0.0,0.0
9036,0.13636363636363635,0.45454545454545453,0.208,0.792,0.0,-0.5805
9037,-0.16666666666666666,0.4666666666666666,0.134,0.866,0.0,-0.4767
9038,0.033333333333333326,0.3333333333333333,0.0,1.0,0.0,0.0
9039,-0.11666666666666665,0.5555555555555556,0.191,0.718,0.091,-0.4751
9040,-0.5,1.0,0.286,0.714,0.0,-0.4215
9041,0.0,0.0,0.0,1.0,0.0,0.0
9042,0.0,0.0,0.0,1.0,0.0,0.0
9043,0.3,0.825,0.0,0.0,1.0,0.6705
9044,0.0,0.0,0.0,0.743,0.257,0.4215
9045,0.0,0.0,0.423,0.577,0.0,-0.296
9046,0.0,0.0,0.388,0.612,0.0,-0.2263
9047,0.5,1.0,0.0,0.667,0.333,0.4588
9048,-0.5,1.0,0.0,0.893,0.107,0.0516
9049,0.0,0.25,0.348,0.483,0.169,-0.6348
9050,0.0,0.0,0.0,1.0,0.0,0.0
9051,0.6,0.9,0.0,1.0,0.0,0.0
9052,0.24285714285714283,0.7,0.0,0.777,0.223,0.3182
9053,0.11071428571428571,0.4857142857142857,0.13,0.725,0.145,0.0772
9054,0.0,0.03333333333333333,0.127,0.761,0.112,-0.0772
9055,0.0,0.35,0.0,1.0,0.0,0.0
9056,0.6,1.0,0.0,0.417,0.583,0.4215
9057,1.0,1.0,0.177,0.544,0.279,0.3612
9058,0.0,0.0,0.268,0.732,0.0,-0.296
9059,0.0,0.0,0.0,1.0,0.0,0.0
9060,-0.25,0.25,0.153,0.799,0.048,-0.631
9061,0.0,0.0,0.0,0.526,0.474,0.4019
9062,0.16666666666666666,0.3333333333333333,0.0,0.762,0.238,0.3612
9063,0.0,0.0,0.0,0.839,0.161,0.3612
9064,0.5,1.0,0.0,0.149,0.851,0.6908
9065,-0.20714285714285713,0.3678571428571429,0.471,0.529,0.0,-0.8402
9066,0.5,0.7,0.0,0.674,0.326,0.4404
9067,0.0,0.0,0.135,0.865,0.0,-0.3612
9068,0.42500000000000004,0.2875,0.126,0.44,0.434,0.765
9069,0.5,0.6000000000000001,0.0,0.487,0.513,0.891
9070,0.25,0.75,0.597,0.403,0.0,-0.786
9071,0.13333333333333333,0.7333333333333334,0.377,0.317,0.306,-0.0038
9072,-0.2,0.2,0.454,0.546,0.0,-0.631
9073,0.16666666666666666,0.20833333333333334,0.0,1.0,0.0,0.0
9074,0.0,0.0,0.0,1.0,0.0,0.0
9075,0.16666666666666666,0.16666666666666666,0.0,0.873,0.127,0.1154
9076,0.0,0.0,0.286,0.714,0.0,-0.1531
9077,0.19318181818181818,0.375,0.0,0.837,0.163,0.5423
9078,0.2125,0.6562499999999999,0.304,0.544,0.152,-0.2006
9079,-0.125,0.375,0.0,1.0,0.0,0.0
9080,0.5,1.0,0.0,0.702,0.298,0.6249
9081,-0.25,0.55,0.237,0.534,0.229,-0.0258
9082,0.3214285714285714,0.5357142857142857,0.218,0.67,0.112,-0.5255
9083,-0.15555555555555559,0.2888888888888889,0.203,0.797,0.0,-0.7274
9084,-0.6,0.9,0.0,1.0,0.0,0.0
9085,0.15000000000000002,0.85,0.139,0.572,0.289,0.4278
9086,0.0,1.0,0.086,0.914,0.0,-0.128
9087,0.25,0.225,0.0,0.79,0.21,0.4926
9088,-0.008928571428571433,0.49107142857142855,0.0,1.0,0.0,0.0
9089,0.0,0.0,0.0,0.264,0.736,0.4199
9090,-0.22916666666666669,0.3333333333333333,0.098,0.796,0.106,0.0408
9091,0.5,0.5,0.0,1.0,0.0,0.0
9092,0.0,0.0,0.0,1.0,0.0,0.0
9093,-0.4375,0.75,0.368,0.632,0.0,-0.7506
9094,-0.2,0.8,0.25,0.278,0.472,0.296
9095,1.0,1.0,0.0,0.593,0.407,0.7339
9096,-0.3625,0.7000000000000001,0.348,0.652,0.0,-0.4951
9097,0.2,0.2,0.181,0.819,0.0,-0.4767
9098,-0.23076923076923078,0.46153846153846156,0.155,0.845,0.0,-0.296
9099,0.5,0.8,0.0,0.714,0.286,0.802
9100,0.0,0.0,0.0,1.0,0.0,0.0
9101,0.5,1.0,0.0,0.812,0.188,0.4588
9102,0.1621212121212121,0.6181818181818182,0.0,0.878,0.122,0.4939
9103,0.0,0.0,0.0,1.0,0.0,0.0
9104,0.35,0.4,0.0,0.734,0.266,0.7845
9105,-0.10714285714285715,0.7678571428571428,0.434,0.566,0.0,-0.5574
9106,0.0,0.0,0.0,1.0,0.0,0.0
9107,-0.8,0.9,0.316,0.256,0.427,0.0772
9108,0.0,0.0,0.0,1.0,0.0,0.0
